customer_id;first_name;last_name;age;gender;past_3_years_bike_related_purchases;job_title;job_industry_category;wealth_segment;deceased_iNodicator;tenure;address;postcode;state;country;owns_car;property_valuation
590;Ddene;Burleton;29;Female;85;Assistant Professor;Health;Mass Customer;No;11;9816 Carberry Trail;2036;New South Wales;Australia;Yes;11
1337;Damara;Wheatland;29;Female;15;Structural Engineer;Health;Mass Customer;No;10;0 Fulton Drive;3806;victoria;Australia;No;8
1225;Arte;Witchell;29;Male;5;Clinical Specialist;Health;Mass Customer;No;10;2388 Thackeray Place;3130;victoria;Australia;Yes;10
1089;Korney;Hess;29;Female;90;Product Engineer;Property;Affluent Customer;No;12;332 Maywood Crossing;3136;victoria;Australia;No;9
1179;Kerry;Pashenkov;29;Male;56;Media Manager IV;Financial Services;High Net Worth;No;13;525 Kedzie Street;4012;Queensland;Australia;Yes;8
971;Sarge;Lerohan;29;Male;11;Geologist I;Manufacturing;High Net Worth;No;22;7628 Larry Trail;3428;victoria;Australia;No;7
1603;Osgood;Emerine;29;Male;89;Quality Engineer;Manufacturing;Affluent Customer;No;20;46 Dunning Junction;4220;Queensland;Australia;Yes;9
1552;Cully;Mangeon;29;Male;80;Research Associate;Entertainment;Mass Customer;No;8;8 Bobwhite Park;2768;New South Wales;Australia;Yes;10
1868;Aloisia;Ivel;29;Female;11;Assistant Manager;Retail;Mass Customer;No;10;87705 Hovde Center;4870;Queensland;Australia;No;5
1690;Torey;Kensall;29;Male;6;Food Chemist;Health;Affluent Customer;No;16;8 Northridge Drive;2072;New South Wales;Australia;Yes;10
1708;Wenona;Mahaddie;29;Female;39;Marketing Manager;Property;High Net Worth;No;20;39846 Springs Crossing;2154;New South Wales;Australia;No;10
1713;Jennica;Jeeks;29;Female;89;Teacher;Retail;High Net Worth;No;21;9 Onsgard Court;3170;victoria;Australia;Yes;9
1839;Faythe;Rance;30;Female;60;Internal Auditor;Entertainment;High Net Worth;No;5;734 South Court;4152;Queensland;Australia;Yes;8
1517;Murdoch;Twort;30;Male;90;Operator;IT;Affluent Customer;No;12;91433 Hollow Ridge Crossing;2210;New South Wales;Australia;No;10
1493;Lisabeth;Fundell;30;Female;51;Engineer II;Argiculture;High Net Worth;No;22;9 Sycamore Pass;2287;New South Wales;Australia;No;5
1446;Gabriello;Nell;30;Male;51;Engineer I;Manufacturing;Mass Customer;No;17;70262 Hermina Court;3690;victoria;Australia;No;2
1063;Terrence;Geck;30;Male;22;Actuary;Financial Services;Affluent Customer;No;13;6988 Acker Crossing;2217;New South Wales;Australia;Yes;10
1331;Edward;Hawkwood;30;Male;12;Tax Accountant;Telecommunications;High Net Worth;No;17;2 Dixon Crossing;3910;victoria;Australia;No;7
1396;Sinclair;Melonby;30;Male;20;Cost Accountant;Financial Services;Mass Customer;No;18;8108 Clyde Gallagher Crossing;3756;victoria;Australia;No;4
692;Goraud;Ayling;30;Male;42;Database Administrator IV;Property;Mass Customer;No;7;5 Maple Parkway;2160;New South Wales;Australia;No;9
603;Alidia;Durrett;30;Female;28;Marketing Assistant;Financial Services;Affluent Customer;No;11;846 Clove Junction;4300;Queensland;Australia;No;5
763;Benita;Cuffley;30;Female;95;Computer Systems Analyst IV;Manufacturing;Affluent Customer;No;12;08 Vidon Center;2143;New South Wales;Australia;No;5
940;Marnia;Claesens;30;Female;3;Administrative Officer;Manufacturing;Mass Customer;No;9;54905 Anniversary Pass;4570;Queensland;Australia;No;2
919;Grove;Peltzer;30;Male;48;Registered Nurse;Health;Mass Customer;No;13;55 Daystar Court;2234;New South Wales;Australia;Yes;10
372;Moina;Thumim;30;Female;19;Graphic Designer;Property;Affluent Customer;No;4;841 Anderson Drive;3101;victoria;Australia;Yes;8
313;Theo;McKune;30;Male;70;Operator;Manufacturing;Mass Customer;No;13;990 Kensington Park;3796;victoria;Australia;Yes;8
406;Rhona;Spilsburie;30;Female;58;Financial Analyst;Financial Services;High Net Worth;No;12;07 New Castle Circle;2646;New South Wales;Australia;No;1
159;Arin;Matskevich;30;Male;90;Research Nurse;Health;Affluent Customer;No;13;80 Duke Terrace;2233;New South Wales;Australia;No;10
3495;Constantine;Frissell;30;Female;57;Programmer III;Financial Services;High Net Worth;No;8;1 Dayton Park;2767;New South Wales;Australia;No;9
2891;Renae;Ughetti;30;Female;5;Nuclear Power Engineer;Manufacturing;High Net Worth;No;12;32 Calypso Park;2481;New South Wales;Australia;Yes;11
2862;Normand;Pattillo;30;Male;46;Cost Accountant;Financial Services;Mass Customer;No;10;4623 Anniversary Terrace;2031;New South Wales;Australia;No;10
3280;Micki;McNamara;30;Female;49;General Manager;Financial Services;Mass Customer;No;21;9 Hallows Circle;2113;New South Wales;Australia;Yes;11
2817;Agata;Inglesent;30;Female;33;Senior Financial Analyst;Financial Services;Affluent Customer;No;6;6137 Scoville Center;2120;New South Wales;Australia;Yes;10
2682;Annamarie;Bouzan;30;Female;54;Accountant III;Manufacturing;High Net Worth;No;20;446 Warrior Pass;4740;Queensland;Australia;Yes;5
2712;Carissa;Hassent;30;Female;0;Tax Accountant;Manufacturing;High Net Worth;No;11;18652 Springs Plaza;2259;New South Wales;Australia;Yes;7
2375;Alika;Milbourne;30;Female;21;Sales Representative;Retail;Affluent Customer;No;8;2 Melody Alley;3172;victoria;Australia;No;8
2026;Anabelle;Rogerson;30;Female;62;Structural Engineer;Property;Mass Customer;No;7;9 Melvin Drive;2144;New South Wales;Australia;Yes;7
2294;Skipton;Cordie;30;Male;25;Associate Professor;Manufacturing;Mass Customer;No;21;7 Melrose Circle;4017;Queensland;Australia;No;5
2263;Lois;Sorel;30;Female;79;Professor;Argiculture;Mass Customer;No;21;71109 Vernon Way;3350;victoria;Australia;Yes;4
2195;Nevsa;Taill;30;Female;94;GIS Technical Architect;Financial Services;Affluent Customer;No;13;9 Barnett Street;4179;Queensland;Australia;Yes;10
2299;Mahmoud;Dagworthy;31;Male;11;Computer Systems Analyst I;Property;High Net Worth;No;7;531 Springview Lane;3101;victoria;Australia;Yes;10
2338;Clarie;Hackworth;31;Female;13;Programmer Analyst IV;Manufacturing;Mass Customer;No;5;0 Butterfield Junction;2340;New South Wales;Australia;No;5
2359;Merlina;Bream;31;Female;80;Mechanical Systems Engineer;Property;High Net Worth;No;7;24 Lerdahl Street;4825;Queensland;Australia;Yes;3
2459;Jeanna;Naulls;31;Female;67;Quality Engineer;Manufacturing;High Net Worth;No;18;975 Annamark Hill;4034;Queensland;Australia;No;6
2507;Alysa;Galilee;31;Female;77;Biostatistician III;Health;Affluent Customer;No;8;60 Banding Terrace;2880;New South Wales;Australia;Yes;1
2672;Talbert;Folliss;31;Male;21;Clinical Specialist;Health;Affluent Customer;No;4;8 Eagle Crest Circle;2137;New South Wales;Australia;No;12
2639;Mufi;O'Kielt;31;Female;70;Geologist IV;Entertainment;Mass Customer;No;10;9 Huxley Hill;4503;Queensland;Australia;Yes;6
2649;Merwyn;MacPhail;31;Male;7;Dental Hygienist;Health;Affluent Customer;No;20;9521 Old Shore Trail;2769;New South Wales;Australia;Yes;10
3285;Mendie;Teresi;31;Male;51;Recruiter;Health;Affluent Customer;No;9;2094 Bunting Junction;3059;victoria;Australia;Yes;9
3268;Estelle;Sam;31;Female;93;General Manager;Manufacturing;Mass Customer;No;20;14860 Clove Drive;3175;victoria;Australia;No;5
3256;Collen;Kew;31;Female;76;Professor;Financial Services;Affluent Customer;No;6;7798 Westport Trail;4031;Queensland;Australia;No;9
3294;Juditha;Leidl;31;Female;90;Director of Sales;Manufacturing;Affluent Customer;No;6;9 Fisk Point;3350;victoria;Australia;No;4
3126;Bondon;Deeley;31;Male;7;Statistician IV;Financial Services;High Net Worth;No;12;98 Grover Street;3048;victoria;Australia;No;5
3164;Hortensia;Rainger;31;Female;53;Human Resources Assistant II;Manufacturing;Mass Customer;No;14;09 Mitchell Terrace;2166;New South Wales;Australia;Yes;9
2900;Cyrille;Figliovanni;31;Male;29;Occupational Therapist;Health;Mass Customer;No;18;0 Caliangt Pass;2530;New South Wales;Australia;Yes;7
2933;Ralf;Presidey;31;Male;61;Administrative Officer;Retail;Affluent Customer;No;6;7561 Donald Center;3810;victoria;Australia;Yes;5
2934;Candida;Hickenbottom;31;Female;26;Media Manager III;Telecommunications;Mass Customer;No;9;13282 Pond Circle;2471;New South Wales;Australia;Yes;2
3019;Alonso;Ceyssen;31;Male;98;Community Outreach Specialist;Manufacturing;Affluent Customer;No;14;13 Alpine Lane;2228;New South Wales;Australia;Yes;9
3058;Hamnet;Kibblewhite;31;Male;67;Human Resources Manager;Manufacturing;Mass Customer;No;16;6354 Briar Crest Road;2022;New South Wales;Australia;Yes;12
3087;Gerry;Scatcher;31;Male;64;Social Worker;Health;Mass Customer;No;9;233 Toban Alley;2567;New South Wales;Australia;No;8
2985;Kerby;Nesfield;31;Male;69;Sales Representative;Retail;Affluent Customer;No;14;3 Mariners Cove Terrace;2216;New South Wales;Australia;Yes;10
3478;Hartwell;Schach;31;Male;54;Quality Control Specialist;Health;Mass Customer;No;17;90 Westerfield Street;2880;New South Wales;Australia;No;1
3425;Alister;De la Yglesia;31;Male;32;GIS Technical Architect;Manufacturing;Mass Customer;No;12;5 Anhalt Court;3122;victoria;Australia;Yes;7
3388;Urbanus;Pichan;31;Male;81;VP Marketing;Retail;Mass Customer;No;7;72728 Ruskin Way;2291;New South Wales;Australia;No;6
228;Lucia;Pickervance;31;Female;59;Systems Administrator II;Manufacturing;High Net Worth;No;12;92253 Kensington Drive;2209;New South Wales;Australia;No;7
401;Halette;Helling;31;Female;56;Assistant Professor;Retail;Mass Customer;No;15;5359 Alpine Hill;2579;New South Wales;Australia;No;5
459;Bel;Cheeke;31;Female;88;Civil Engineer;Manufacturing;Mass Customer;No;13;57 Columbus Road;4870;Queensland;Australia;Yes;5
284;Seth;Moorman;31;Male;38;Financial Analyst;Financial Services;High Net Worth;No;9;2 Cottonwood Road;2032;New South Wales;Australia;Yes;11
947;Hyacinth;Naldrett;31;Female;43;Pharmacist;Health;Mass Customer;No;10;9 Clyde Gallagher Plaza;3021;victoria;Australia;No;7
611;Otto;Huriche;31;Male;58;Help Desk Technician;Manufacturing;Mass Customer;No;16;83 Ryan Hill;4551;Queensland;Australia;Yes;8
630;D'arcy;Rowden;31;Male;90;Statistician III;Property;Affluent Customer;No;17;87 Linden Park;2153;New South Wales;Australia;Yes;10
697;Weston;Brokenshaw;31;Male;25;Environmental Specialist;Entertainment;Mass Customer;No;10;16420 Veith Crossing;4214;Queensland;Australia;No;7
1313;Hughie;Laboune;31;Male;59;Analyst Programmer;Property;Mass Customer;No;22;72 Shasta Plaza;4152;Queensland;Australia;No;4
1241;Lolly;Junkison;31;Female;23;Pharmacist;Health;Affluent Customer;No;11;359 Kropf Point;2750;New South Wales;Australia;Yes;9
1256;Granny;Lukes;31;Male;8;Food Chemist;Health;High Net Worth;No;9;91336 Spenser Street;4560;Queensland;Australia;No;6
1043;Giorgi;Hurford;31;Male;34;Sales Associate;Financial Services;Mass Customer;No;16;91 Spohn Plaza;4573;Queensland;Australia;Yes;7
1193;Quintus;Whear;31;Male;58;Safety Technician I;Retail;High Net Worth;No;5;05 Charing Cross Plaza;2320;New South Wales;Australia;No;5
1474;Farley;Rosen;31;Male;54;Structural Analysis Engineer;Health;Mass Customer;No;21;828 Schlimgen Circle;2450;New South Wales;Australia;Yes;5
1508;Orv;Milland;31;Male;80;Clinical Specialist;Health;Affluent Customer;No;11;04489 Corscot Hill;2232;New South Wales;Australia;Yes;10
1556;Bartram;Brownstein;31;Male;30;Web Developer III;Manufacturing;Mass Customer;No;6;13795 Corscot Drive;2147;New South Wales;Australia;Yes;9
1587;Kevan;Laminman;31;Male;17;Software Test Engineer III;Entertainment;Affluent Customer;No;12;7 Laurel Junction;2079;New South Wales;Australia;Yes;10
1755;Dagmar;Panyer;31;Female;38;Tax Accountant;Property;Mass Customer;No;20;78 Jackson Point;2047;New South Wales;Australia;No;11
1720;Matilda;Milton;31;Female;96;Staff Accountant II;Financial Services;Mass Customer;No;13;644 Karstens Place;3040;victoria;Australia;Yes;11
1830;Nathan;Antognazzi;32;Male;98;Software Consultant;Manufacturing;High Net Worth;No;12;717 Oakridge Way;2117;New South Wales;Australia;No;8
1576;Reube;Roscrigg;32;Male;77;VP Marketing;Financial Services;Mass Customer;No;20;3525 Buena Vista Plaza;2120;New South Wales;Australia;No;9
1586;Madelena;Risson;32;Female;47;Physical Therapy Assistant;Manufacturing;High Net Worth;No;15;256 Fordem Street;2119;New South Wales;Australia;No;11
1475;Aristotle;Jess;32;Male;41;Recruiting Manager;Retail;Affluent Customer;No;7;558 Thompson Junction;2440;New South Wales;Australia;Yes;6
1132;Coriss;Darkott;32;Female;99;Actuary;Financial Services;Affluent Customer;No;9;8 Hansons Street;3076;victoria;Australia;Yes;7
1081;Marga;Cradduck;32;Female;25;Social Worker;Health;Mass Customer;No;16;05415 Basil Junction;2450;New South Wales;Australia;No;8
1381;Ellary;Ramsey;32;Male;79;Engineer IV;Manufacturing;Affluent Customer;No;15;6229 Amoth Place;3156;victoria;Australia;Yes;8
506;Brett;Scrancher;32;Female;43;Health Coach II;Retail;Mass Customer;No;21;808 Debra Center;3911;victoria;Australia;No;10
783;Rudd;Strangeways;32;Male;6;Information Systems Manager;Retail;Affluent Customer;No;14;68 Chinook Street;4814;Queensland;Australia;No;2
263;Tonia;Leigh;32;Female;89;Dental Hygienist;Health;High Net Worth;No;7;50 Everett Way;2064;New South Wales;Australia;No;9
367;Katrinka;Sturrock;32;Female;93;Programmer II;Manufacturing;Mass Customer;No;12;279 Jenna Circle;2179;New South Wales;Australia;Yes;12
310;Myranda;Clowser;32;Female;0;Account Coordinator;Financial Services;Mass Customer;No;18;06 Corry Pass;2450;New South Wales;Australia;Yes;9
382;Issiah;Fardell;32;Male;68;Research Nurse;Health;Mass Customer;No;7;99826 Steensland Avenue;2162;New South Wales;Australia;Yes;5
37;Laurie;Dwerryhouse;32;Female;46;Social Worker;Health;High Net Worth;No;16;54 Sage Plaza;4726;Queensland;Australia;No;1
3402;Krystyna;Scadden;32;Female;73;Statistician II;Retail;Mass Customer;No;10;73 Glacier Hill Drive;2880;New South Wales;Australia;No;1
2983;Hilario;Magrane;32;Male;2;Human Resources Manager;Retail;Mass Customer;No;17;64 Northview Pass;3163;victoria;Australia;Yes;9
3016;Forster;Bumford;32;Male;25;Analog Circuit Design manager;Financial Services;High Net Worth;No;11;7 Anzinger Drive;2745;New South Wales;Australia;No;10
2932;Bradly;Deboick;32;Male;4;Account Representative I;IT;Mass Customer;No;17;2875 Anhalt Court;4570;Queensland;Australia;No;3
3247;Bellanca;Raymond;32;Female;0;Structural Engineer;Manufacturing;Mass Customer;No;5;3897 Oxford Pass;3350;victoria;Australia;Yes;5
2733;Jordanna;Skyme;32;Female;89;Analog Circuit Design manager;Manufacturing;Mass Customer;No;17;81254 Buhler Trail;4740;Queensland;Australia;Yes;2
2853;Clarence;Flook;32;Male;65;Executive Secretary;Retail;High Net Worth;No;7;52 Ruskin Pass;2089;New South Wales;Australia;Yes;10
2780;Papageno;Beare;32;Male;77;Actuary;Financial Services;Affluent Customer;No;16;4362 Morningstar Place;4869;Queensland;Australia;Yes;2
2753;Bale;Ney;32;Male;26;Nuclear Power Engineer;Manufacturing;Mass Customer;No;7;744 Hazelcrest Way;2155;New South Wales;Australia;Yes;9
2569;Sig;Sellan;32;Male;62;VP Quality Control;Retail;Mass Customer;No;16;147 Golden Leaf Pass;2061;New South Wales;Australia;No;10
2397;Cassius;Birchenough;32;Male;33;Analyst Programmer;Retail;Affluent Customer;No;4;44083 Village Court;2142;New South Wales;Australia;Yes;7
2319;David;Darrigrand;32;Male;63;Librarian;Entertainment;High Net Worth;No;18;69444 Mccormick Junction;2539;New South Wales;Australia;No;9
2309;Herc;McIlhone;32;Male;40;Accounting Assistant I;Manufacturing;Affluent Customer;No;14;0991 Commercial Road;4300;Queensland;Australia;No;5
2210;Kirby;Cameron;32;Male;16;Registered Nurse;Health;High Net Worth;No;5;2 Goodland Lane;3977;victoria;Australia;No;5
2119;Dorise;Bellon;32;Female;51;Senior Cost Accountant;Financial Services;Mass Customer;No;17;2 Dawn Avenue;4118;Queensland;Australia;No;5
2175;Elvyn;Bullas;32;Male;23;Web Developer III;Health;Mass Customer;No;13;6621 Carberry Crossing;3083;victoria;Australia;No;8
1996;Filmer;Furby;32;Male;4;Structural Engineer;Manufacturing;Mass Customer;No;4;6698 Melody Crossing;4556;Queensland;Australia;No;8
2132;Davina;Dougary;32;Female;16;Human Resources Manager;Financial Services;High Net Worth;No;22;7518 Canary Parkway;2145;New South Wales;Australia;Yes;9
2045;Hermina;Franzel;33;Female;15;VP Sales;Financial Services;High Net Worth;No;15;46031 Hudson Place;2075;New South Wales;Australia;No;11
1909;Drucill;Laurand;33;Female;32;Research Assistant II;Argiculture;Affluent Customer;No;13;9 Shelley Center;2170;New South Wales;Australia;Yes;7
2166;Mareah;Woodnutt;33;Female;78;Nurse;Property;Mass Customer;No;16;47204 Rigney Street;2770;New South Wales;Australia;No;6
2305;Aeriell;Greeding;33;Female;91;Chief Design Engineer;Financial Services;Affluent Customer;No;13;84 Main Lane;3149;victoria;Australia;Yes;10
2936;Pavia;Gethen;33;Female;23;Project Manager;Financial Services;Mass Customer;No;11;7 New Castle Terrace;2223;New South Wales;Australia;Yes;10
90;Cary;Garron;33;Male;76;Quality Control Specialist;Manufacturing;Mass Customer;No;11;171 Fordem Junction;2233;New South Wales;Australia;No;10
165;Aldon;Roelofs;33;Male;61;Administrative Officer;Argiculture;Mass Customer;No;12;22371 Miller Trail;2032;New South Wales;Australia;Yes;10
445;Timothy;Wenham;33;Male;91;Executive Secretary;Financial Services;Mass Customer;No;5;41 Ronald Regan Center;3008;victoria;Australia;No;5
307;Ruben;Handlin;33;Male;55;Clinical Specialist;Health;Affluent Customer;No;12;93 Lawn Park;3152;victoria;Australia;Yes;9
770;Zara;Maccaddie;33;Female;10;Software Consultant;IT;High Net Worth;No;13;80 Scofield Alley;3121;victoria;Australia;Yes;10
915;Austina;Orrice;33;Female;17;Budget/Accounting Analyst IV;Entertainment;Mass Customer;No;7;69278 High Crossing Place;2795;New South Wales;Australia;No;5
1311;Sharona;Cunah;33;Female;89;VP Accounting;Financial Services;Mass Customer;No;13;0 Moland Parkway;4127;Queensland;Australia;Yes;7
1208;Lira;Durn;34;Female;23;Budget/Accounting Analyst IV;Financial Services;Mass Customer;No;15;61 Kim Avenue;2079;New South Wales;Australia;No;10
1054;Natal;Matiewe;34;Male;27;Nuclear Power Engineer;Manufacturing;Mass Customer;No;13;10 Pennsylvania Hill;2118;New South Wales;Australia;Yes;11
1588;Dukey;McCrie;34;Male;24;Administrative Officer;IT;High Net Worth;No;7;7032 Hallows Drive;2126;New South Wales;Australia;Yes;11
893;Gibby;Fearnley;34;Male;97;Geologist I;IT;Mass Customer;No;16;1 5th Parkway;2148;New South Wales;Australia;No;8
564;Nettie;Iddy;34;Female;7;Operator;Retail;High Net Worth;No;7;19 Lakewood Gardens Way;2760;New South Wales;Australia;No;9
308;Iver;Dobsons;34;Male;2;Database Administrator I;IT;High Net Worth;No;4;5982 Mosinee Avenue;3340;victoria;Australia;No;5
252;Anthea;Ruskin;34;Female;39;Account Coordinator;Property;Mass Customer;No;13;8029 Gulseth Center;2304;New South Wales;Australia;Yes;7
247;Kristal;Joysey;34;Female;62;Staff Accountant II;Financial Services;High Net Worth;No;13;2 2nd Plaza;2283;New South Wales;Australia;Yes;4
43;Indira;Belt;34;Female;38;Director of Sales;Retail;Mass Customer;No;5;60 Eagan Circle;4018;Queensland;Australia;No;8
2363;Bobby;Farmiloe;34;Male;92;Nurse;Entertainment;Mass Customer;No;16;17123 Northport Circle;4223;Queensland;Australia;Yes;9
2438;Lorianne;Ethersey;34;Female;76;Speech Pathologist;Manufacturing;Mass Customer;No;4;99739 Coolidge Crossing;2760;New South Wales;Australia;Yes;7
2464;Cleve;Jindrak;34;Male;78;Speech Pathologist;Retail;Mass Customer;No;6;3126 Butterfield Pass;2573;New South Wales;Australia;No;8
2373;Cordy;Readshall;35;Female;51;Structural Engineer;Manufacturing;High Net Worth;No;16;631 Fuller Parkway;3023;victoria;Australia;Yes;7
2623;Zackariah;Catteroll;35;Male;42;Media Manager III;Property;Mass Customer;No;15;9837 Granby Alley;2445;New South Wales;Australia;Yes;7
2139;Carolina;Brands;35;Female;87;Accountant II;IT;Affluent Customer;No;7;27 Mayer Lane;3756;victoria;Australia;Yes;7
1970;Carl;Eyre;35;Male;51;Desktop Support Technician;Manufacturing;Mass Customer;No;7;5 Onsgard Plaza;3134;victoria;Australia;No;10
2914;Jessamine;Brazear;35;Female;76;Health Coach IV;Health;Affluent Customer;No;11;3 Barnett Way;2763;New South Wales;Australia;Yes;9
3060;Milton;Gorini;35;Male;28;VP Accounting;Financial Services;Mass Customer;No;6;44 Northridge Plaza;2166;New South Wales;Australia;Yes;8
2982;Celisse;McCloughen;35;Female;30;Senior Cost Accountant;Financial Services;Mass Customer;No;11;1 Graceland Trail;3195;victoria;Australia;Yes;9
3278;Marcel;Eddolls;35;Male;66;VP Product Management;Financial Services;Affluent Customer;No;9;31601 Birchwood Court;4105;Queensland;Australia;No;8
3383;Dane;Swansbury;35;Male;47;Financial Analyst;Financial Services;Affluent Customer;No;10;48 Rockefeller Court;3786;victoria;Australia;Yes;8
117;Nance;Suttling;35;Female;75;Marketing Manager;Manufacturing;Mass Customer;No;15;185 Pennsylvania Way;4226;Queensland;Australia;No;6
511;Theo;Tolmie;35;Female;92;Dental Hygienist;Health;High Net Worth;No;10;7 Hooker Place;2428;New South Wales;Australia;No;3
643;Carolee;Butters;35;Female;48;Assistant Media Planner;Entertainment;Mass Customer;No;10;491 Merry Crossing;3011;victoria;Australia;Yes;4
878;Clarence;Silby;35;Male;31;Environmental Specialist;Manufacturing;Mass Customer;No;9;1 Springview Place;4800;Queensland;Australia;Yes;5
775;Nikita;Kilby;35;Male;66;Accounting Assistant IV;Manufacturing;Affluent Customer;No;4;99 Elka Street;4350;Queensland;Australia;No;4
1885;Jerome;Sheavills;35;Male;18;Software Consultant;Health;High Net Worth;No;11;83148 Rowland Alley;2530;New South Wales;Australia;Yes;8
989;Caralie;Morfett;35;Female;43;Project Manager;Financial Services;Mass Customer;No;17;730 Butternut Trail;4018;Queensland;Australia;No;4
1400;Rikki;Eytel;35;Female;51;Senior Developer;Manufacturing;Affluent Customer;No;7;73506 Cordelia Lane;4217;Queensland;Australia;Yes;4
1328;Stavro;Gargett;36;Male;19;Budget/Accounting Analyst IV;IT;Mass Customer;No;6;27 Farmco Pass;3806;victoria;Australia;Yes;8
1226;Constantia;Sirr;36;Female;32;Director of Sales;Health;Mass Customer;No;13;85957 Basil Way;3029;victoria;Australia;Yes;7
997;Ambros;Kernes;36;Male;30;Teacher;Telecommunications;Mass Customer;No;13;1 Continental Center;2146;New South Wales;Australia;Yes;9
1743;Pall;Creek;36;Male;80;Director of Sales;Manufacturing;Affluent Customer;No;8;4912 Lukken Way;4570;Queensland;Australia;Yes;3
1580;Laird;Prover;36;Male;23;Associate Professor;Retail;High Net Worth;No;5;3384 Nelson Circle;4227;Queensland;Australia;No;3
1594;Rolando;Amyes;36;Male;62;Human Resources Manager;Property;Mass Customer;No;7;0 Thackeray Avenue;2100;New South Wales;Australia;No;10
1648;Prissie;Dyde;36;Female;22;VP Accounting;Financial Services;Mass Customer;No;8;65387 Thackeray Parkway;3197;victoria;Australia;No;10
1652;Ulrikaumeko;Heffernon;36;Female;53;Operator;Manufacturing;High Net Worth;No;7;3 Fordem Park;4011;Queensland;Australia;Yes;10
743;Pattin;Morican;36;Male;89;VP Accounting;Financial Services;Mass Customer;No;13;0272 Pankratz Hill;2031;New South Wales;Australia;Yes;10
748;Linet;Postill;36;Female;51;VP Marketing;Financial Services;High Net Worth;No;7;56045 Express Avenue;2176;New South Wales;Australia;No;9
830;Jayson;Chilcott;36;Male;58;VP Quality Control;Manufacturing;Affluent Customer;No;6;43 Esker Pass;2228;New South Wales;Australia;No;8
853;Nolana;Rotter;36;Female;26;Media Manager I;Retail;Mass Customer;No;16;49 Buhler Plaza;2650;New South Wales;Australia;Yes;2
891;Talbot;Andrioni;36;Male;21;Occupational Therapist;Health;High Net Worth;No;9;91457 Anderson Avenue;3124;victoria;Australia;Yes;12
628;Mallissa;Gillespie;36;Female;14;Actuary;Financial Services;Mass Customer;No;13;4744 Garrison Drive;4132;Queensland;Australia;No;4
546;Jorie;Pigott;36;Female;80;Information Systems Manager;Health;Mass Customer;No;12;20198 Hansons Plaza;2340;New South Wales;Australia;Yes;2
533;Conny;Shearmer;36;Male;40;Database Administrator III;Retail;Mass Customer;No;11;1038 Hayes Point;2021;New South Wales;Australia;No;7
115;Alberik;Mereweather;36;Male;77;Account Executive;Health;Mass Customer;No;18;8194 Sachtjen Drive;3844;victoria;Australia;No;1
44;Neron;Verick;36;Male;63;Assistant Media Planner;Entertainment;Affluent Customer;No;17;89314 Eagle Crest Center;4670;Queensland;Australia;Yes;2
40;Tomasine;Jerche;36;Female;91;Payment Adjustment Coordinator;Manufacturing;Affluent Customer;No;14;3496 Brown Drive;2207;New South Wales;Australia;No;8
189;Umberto;Torricella;36;Male;73;Safety Technician I;Financial Services;Affluent Customer;No;10;59265 Sullivan Junction;3031;victoria;Australia;No;4
198;Vanya;Gumb;36;Female;82;Assistant Media Planner;Entertainment;Mass Customer;No;16;5484 Hagan Crossing;3021;victoria;Australia;No;7
419;Chrissie;Bernardini;36;Female;34;VP Marketing;Manufacturing;Affluent Customer;No;17;7526 Artisan Parkway;4223;Queensland;Australia;No;8
3427;Mace;Edington;36;Male;67;Help Desk Operator;Financial Services;Mass Customer;No;17;0 Walton Court;2226;New South Wales;Australia;Yes;9
3249;Cortney;Leet;36;Female;46;Analog Circuit Design manager;Manufacturing;Mass Customer;No;14;49 Surrey Pass;2325;New South Wales;Australia;Yes;4
3349;Byram;Lamberts;36;Male;11;Director of Sales;Argiculture;Affluent Customer;No;9;9 Brown Pass;3196;victoria;Australia;No;9
3212;Corella;Bartomeu;36;Female;62;Analog Circuit Design manager;Financial Services;Affluent Customer;No;13;4 Farragut Center;2065;New South Wales;Australia;No;12
3195;Vickie;West;36;Female;4;Tax Accountant;Manufacturing;Mass Customer;No;18;6590 Fremont Avenue;2077;New South Wales;Australia;No;8
3115;Rip;Spiers;36;Male;40;Nuclear Power Engineer;Manufacturing;Mass Customer;No;8;3538 Bunting Hill;3805;victoria;Australia;No;7
2922;Wallache;Tatlow;36;Male;34;Sales Associate;Manufacturing;Affluent Customer;No;10;2 Jackson Way;4210;Queensland;Australia;Yes;4
2217;Kristofor;Juris;36;Male;98;Paralegal;Financial Services;Mass Customer;No;16;47 Chinook Road;4421;Queensland;Australia;No;2
2290;Myca;Standley;36;Male;18;Account Executive;Manufacturing;Mass Customer;No;5;1032 Killdeer Place;3631;victoria;Australia;Yes;3
2223;Sarita;Georgiev;36;Female;38;Professor;Health;Mass Customer;No;12;2 Michigan Parkway;3006;victoria;Australia;No;5
2717;Frederic;McGown;36;Male;31;Registered Nurse;Health;Mass Customer;No;13;6994 Hanson Place;2580;New South Wales;Australia;No;5
2785;Gennifer;Baily;36;Female;9;Human Resources Manager;Financial Services;Mass Customer;No;8;677 Golden Leaf Junction;4054;Queensland;Australia;No;6
2379;Trixie;Piscopiello;36;Female;85;Occupational Therapist;Health;Affluent Customer;No;15;5390 Park Meadow Park;2222;New South Wales;Australia;Yes;10
2412;Tiffi;Havercroft;36;Female;77;Chemical Engineer;Manufacturing;Affluent Customer;No;8;881 Debs Center;4051;Queensland;Australia;No;8
